source,normalized_source,classification,decision,total_chunks,searchable_chunks,legacy_quarantined_chunks,staging_chunks,drive_file_ids,drive_paths,live_drive_file_ids,missing_from_live_drive_ids,manifest_missing_ids,manifest_without_live_drive_ids,manifest_states,job_states,same_normalized_name_peers,exact_chunk_hash_overlap,exact_chunk_overlap_ratio,legacy_fingerprint_sha256,managed_fingerprint_sha256
biblioteca__dicionario_termos_medicos_enfermagem__livro__organizacao_deocleciano_torrieri_guimaraes__2002__v1,biblioteca_dicionario_termos_medicos_enfermagem_livro_organizacao_deocleciano_torrieri_guimaraes_2002_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,1341,1341,0,0,15cHzlZGfKjdm_Ml92ZMUUPQBSK-VoCzX,ROOT/enfermagem_perioperatoria/biblioteca/biblioteca__dicionario_termos_medicos_enfermagem__livro__organizacao_deocleciano_torrieri_guimaraes__2002__v1,15cHzlZGfKjdm_Ml92ZMUUPQBSK-VoCzX,,,,active,new:succeeded,biblioteca__dicionario_termos_medicos_enfermagem__livro__organizacao_deocleciano_torrieri_guimaraes__2002__v1.pdf,0,0.0000,,b34c8893b0daab18e9cafec0845beec13b7a5ce97884b6e8593b8667cc8398b8
biblioteca__dicionario_termos_medicos_enfermagem__livro__organizacao_deocleciano_torrieri_guimaraes__2002__v1.pdf,biblioteca_dicionario_termos_medicos_enfermagem_livro_organizacao_deocleciano_torrieri_guimaraes_2002_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,836,0,836,0,,,,,,,,,biblioteca__dicionario_termos_medicos_enfermagem__livro__organizacao_deocleciano_torrieri_guimaraes__2002__v1,0,0.0000,709ca95b23f45a920191f3783a4043978aa2514e1e15a1d0f5c00a1f6fd28659,
biblioteca__enfermagem_cardiologia__livro__sbibae__2012__v1.pdf,biblioteca_enfermagem_cardiologia_livro_sbibae_2012_v1,DUPLICADO,Manter somente a versão rastreável; legado segue em quarentena até backup físico.,1204,898,306,0,1yqwQggFm8jU0UjF-FqHRp9ga3TKYfxhc,ROOT/enfermagem_perioperatoria/biblioteca/biblioteca__enfermagem_cardiologia__livro__sbibae__2012__v1.pdf,1yqwQggFm8jU0UjF-FqHRp9ga3TKYfxhc,,,,active,new:succeeded,,0,0.0000,9a02f796ac1b2cf8cbf40d198faca0887b8a6ff3dc699c4416d3dc976637f710,f948faef0d282a3f92421fc4e96476cb9d5224ef50777a6049e892b2176b5091
biblioteca__enfermagem_centro_cirurgico__livro__milena_de_olivieira_sampaio__2018__v1.pdf,biblioteca_enfermagem_centro_cirurgico_livro_milena_de_olivieira_sampaio_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,493,493,0,0,1Mh_V8u_FP1r92gRcRHiR8P9DHC4rHGQy,ROOT/enfermagem_perioperatoria/biblioteca/biblioteca__enfermagem_centro_cirurgico__livro__milena_de_olivieira_sampaio__2018__v1.pdf,1Mh_V8u_FP1r92gRcRHiR8P9DHC4rHGQy,,,,active,new:succeeded,,0,0.0000,,811735e47c836f574ac329bbde7e605ea948298871dc480c4ac47dca8bef8677
biblioteca__exame_fisico_enfermagem__guia__elsevier__2012__v6,biblioteca_exame_fisico_enfermagem_guia_elsevier_2012_v6,ATIVO,Manter pesquisável; validar inventário e conteúdo.,121,121,0,0,1qdnqA_uxbTzakZ1sv3nSpObmOGMH_PF3,ROOT/enfermagem_perioperatoria/biblioteca/biblioteca__exame_fisico_enfermagem__guia__elsevier__2012__v6,1qdnqA_uxbTzakZ1sv3nSpObmOGMH_PF3,,,,active,new:succeeded,biblioteca__exame_fisico_enfermagem__guia__elsevier__2012__v6.pdf,0,0.0000,,0fdcac714248f1605c4df21bb487a46a1da74e3494e2c9a45539308dbfb1a7f0
biblioteca__exame_fisico_enfermagem__guia__elsevier__2012__v6.pdf,biblioteca_exame_fisico_enfermagem_guia_elsevier_2012_v6,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,75,0,75,0,,,,,,,,,biblioteca__exame_fisico_enfermagem__guia__elsevier__2012__v6,0,0.0000,5ad4e89f226345f9e4a7e4f398e986e943843a787d135b8d632f26c5a504c743,
biblioteca__tratado_enfermagem_medico_cirurgico__livro__brunner_suddarth__2011__v2.pdf,biblioteca_tratado_enfermagem_medico_cirurgico_livro_brunner_suddarth_2011_v2,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,10552,0,10552,0,,,,,,,,,,0,0.0000,fc5d3173fc0836a3d6af2a7f7a84d587ee16f36bfc35e61285f5b10f92588721,
biblioteca__ventilacao_mecanica__diretriz__amib__2013__v1.pdf,biblioteca_ventilacao_mecanica_diretriz_amib_2013_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,391,391,0,0,1LlsbycBZNCPGzO4vAndxTBUKLVLsiZa7,ROOT/enfermagem_perioperatoria/biblioteca/biblioteca__ventilacao_mecanica__diretriz__amib__2013__v1.pdf,1LlsbycBZNCPGzO4vAndxTBUKLVLsiZa7,,,,active,new:succeeded,,0,0.0000,,9d2aedb4db740cb605745552c08da9c431ebb84a6538f58828d8ff5eef540ad3
capacitacao_hospital__capacitacao_introdutoria_hospital__apresentacao__hospital_celso_ramos.pdf,capacitacao_hospital_capacitacao_introdutoria_hospital_apresentacao_hospital_celso_ramos,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,11,0,11,0,,,,,,,,,,0,0.0000,56791de6b1eb7e337f8dd651783085d7d5addc996c4d05ea094befea33e09bbe,
capacitacao_hospital__cirurgia_segura__protocolo__hospital_celso_ramos__2025__v3.pdf,capacitacao_hospital_cirurgia_segura_protocolo_hospital_celso_ramos_2025_v3,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,28,0,28,0,,,,,,,,,,0,0.0000,96864aba09c9d9fc3c600fe95c91cd2e531d45817e7bbb510a870a39719960a0,
capacitacao_hospital__comunicacao_efetiva__cartilha__hospital_celso_ramos__2025__v2.pdf,capacitacao_hospital_comunicacao_efetiva_cartilha_hospital_celso_ramos_2025_v2,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,11,0,11,0,,,,,,,,,,0,0.0000,7b7a0df8f8a396085667d23d69272be8572c70acff42f16060a67e2b3c30a497,
capacitacao_hospital__fluxo_acidente_material_biologico__cartilha.pdf,capacitacao_hospital_fluxo_acidente_material_biologico_cartilha,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,1,0,1,0,,,,,,,,,,0,0.0000,24d7950deee05271a2cf3ce0c2c7876efc5adb9deacee302b7825b508751a451,
capacitacao_hospital__higienizacao_maos__cartilha__hospital_celso_ramos__2025__v6.pdf,capacitacao_hospital_higienizacao_maos_cartilha_hospital_celso_ramos_2025_v6,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,10,0,10,0,,,,,,,,,,0,0.0000,3d89db2b2fbe67cb928a08248310c28545f30fbb1231578a341e3c5f468ed8c3,
capacitacao_hospital__paramentacao_desparamentacao_cirurgica__protocolo__hospital_celso_ramos__2022__v1.pdf,capacitacao_hospital_paramentacao_desparamentacao_cirurgica_protocolo_hospital_celso_ramos_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,10,0,10,0,,,,,,,,,,0,0.0000,ee392884259281c4c58d0e4c8b682d1628bec0daacaac58f0980b3377bb7de46,
capacitacao_hospital__precaucao_contato__protocolo__hospital_celso_ramos__2023__v3.pdf,capacitacao_hospital_precaucao_contato_protocolo_hospital_celso_ramos_2023_v3,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,8,0,8,0,,,,,,,,,,0,0.0000,d48ffbbc3f9b23f54cbaf1fffedbe163969bc6ea9d67deae0cf053cbadd211e4,
capacitacao_hospital__precaucao_goticula__protocolo__hospital_celso_ramos__2023__v3.pdf,capacitacao_hospital_precaucao_goticula_protocolo_hospital_celso_ramos_2023_v3,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,5,0,5,0,,,,,,,,,,0,0.0000,9d420d3aeb42e2f7cb6957f34c3fc31cda2d7130922e0402ee9edde09d7f0fd4,
capacitacao_hospital__reacoes_transfusionais__protocolo__hospital_celso_ramos__2023__v1.pdf,capacitacao_hospital_reacoes_transfusionais_protocolo_hospital_celso_ramos_2023_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,21,0,21,0,,,,,,,,,,0,0.0000,62e4c44eaa8f278d1799cbfb28d02fc8d28de07cae315308af41b28002fa44fd,
capacitacao_hospital__seguranca_administracao_medicamentos__protocolo__hospital_celso_ramos__2022__v1.pdf,capacitacao_hospital_seguranca_administracao_medicamentos_protocolo_hospital_celso_ramos_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,7,0,7,0,,,,,,,,,,0,0.0000,c8484eceece3ebe320184e68de38c51277d037672b0085ea1c6767a8d03ff266,
capacitacao_hospital__seguranca_prescricao_uso_administracao_medicamentos__protocolo__hospital_celso_ramos__2025__v1.pdf,capacitacao_hospital_seguranca_prescricao_uso_administracao_medicamentos_protocolo_hospital_celso_ramos_2025_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,33,0,33,0,,,,,,,,,,0,0.0000,089fff0cc9f0b6380b7764d8dd266b37b17c9e34cec04849a3c3c9fc546ee74e,
capacitacao_hospital__uso_adorno_zero__protocolo__hospital_celso_ramos__2023__v1.pdf,capacitacao_hospital_uso_adorno_zero_protocolo_hospital_celso_ramos_2023_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,6,0,6,0,,,,,,,,,,0,0.0000,2add30dc7d718f79bc1197d4b7d4d6e6b4b1dca26cac3346908f210e6ddd13e3,
capacitacao_hospital_acidente_trabalho_material_biologico__protocolo__hospital_celso_ramos__2024__v4.pdf,capacitacao_hospital_acidente_trabalho_material_biologico_protocolo_hospital_celso_ramos_2024_v4,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,16,0,16,0,,,,,,,,,,0,0.0000,a52f416949714cb2abecf21989a4214865c576db5c2cc05152e94e014fd3287c,
cirurgia_bariatrica__10_dicas_nutricao__guia__abeso__2020__v3.pdf,cirurgia_bariatrica_10_dicas_nutricao_guia_abeso_2020_v3,ATIVO,Manter pesquisável; validar inventário e conteúdo.,19,19,0,0,1U34n6mhBI7TKPrrOJH77dErEq4MyOXTR,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__10_dicas_nutricao__guia__abeso__2020__v3.pdf,1U34n6mhBI7TKPrrOJH77dErEq4MyOXTR,,,,active,new:succeeded,,0,0.0000,,f3292277afe9a89f26787aaf8a97245d66a4a47cac7c3a56f5a31fe0fd902da9
cirurgia_bariatrica__avanco_tecnicas_cirurgias_bariatricas__article__rsd__2023_v1.pdf,cirurgia_bariatrica_avanco_tecnicas_cirurgias_bariatricas_article_rsd_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,54,54,0,0,1P43NFM7XoK2UXMhagEztOGYD8_r9OKZM,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__avanco_tecnicas_cirurgias_bariatricas__article__rsd__2023_v1.pdf,1P43NFM7XoK2UXMhagEztOGYD8_r9OKZM,,,,active,new:succeeded,,0,0.0000,,0d1be98bd04fd5e2a3765016c738d7e931e593a9855ffdf321748dee4a5acebd
cirurgia_bariatrica__cirurgia_bariatrica_indicacoes_tecnicas__artigo__bjihs__2024__v1.pdf,cirurgia_bariatrica_cirurgia_bariatrica_indicacoes_tecnicas_artigo_bjihs_2024_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,40,40,0,0,1I5nkO-d9qMt_s1r3x4cPCJt29IgkIhtl,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__cirurgia_bariatrica_indicacoes_tecnicas__artigo__bjihs__2024__v1.pdf,1I5nkO-d9qMt_s1r3x4cPCJt29IgkIhtl,,,,active,new:succeeded,,0,0.0000,,da35f8adcb5507620b71775dd4fa004673c88aa65db21d0044a5591fe60b58ae
cirurgia_bariatrica__cirurgia_bariatrica_metabolica__guia__abeso__2022__v1.pdf,cirurgia_bariatrica_cirurgia_bariatrica_metabolica_guia_abeso_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,35,35,0,0,1bAv0yjFJyAn6T--LXc3KCNFEsIt3wiTF,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__cirurgia_bariatrica_metabolica__guia__abeso__2022__v1.pdf,1bAv0yjFJyAn6T--LXc3KCNFEsIt3wiTF,,,,active,new:succeeded,,0,0.0000,,3695572cbbc02380691f7c4b8dc15c04fc27d5e1239fe38301814106b9ea6b77
cirurgia_bariatrica__cirurgia_bariatrica_revisao_bibliografica__artigo__bjhr__2023__v1.pdf,cirurgia_bariatrica_cirurgia_bariatrica_revisao_bibliografica_artigo_bjhr_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,23,23,0,0,1daAAVEUbXVkW77c7qhpW1jJx0MuWsMNj,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__cirurgia_bariatrica_revisao_bibliografica__artigo__bjhr__2023__v1.pdf,1daAAVEUbXVkW77c7qhpW1jJx0MuWsMNj,,,,active,new:succeeded,,0,0.0000,,cf3ee4a8709d78ab2004d08ce28bc786dc50dd0f36c3675815eaaa5c27e43e57
cirurgia_bariatrica__comparacao_tecnica_restritivas_malabsortivas_obesidade_morbida__artigo__rease__2024_v1.pdf,cirurgia_bariatrica_comparacao_tecnica_restritivas_malabsortivas_obesidade_morbida_artigo_rease_2024_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,29,29,0,0,133kL-UwvYfUO3tFNwnfryDUY_RmpK5gH,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__comparacao_tecnica_restritivas_malabsortivas_obesidade_morbida__artigo__rease__2024_v1.pdf,133kL-UwvYfUO3tFNwnfryDUY_RmpK5gH,,,,active,new:succeeded,,0,0.0000,,353b16cc7bb67c2aaa04a90d2d83d6404fbbafd3718b2ed80356694283dd875a
cirurgia_bariatrica__enfermeiro_assistencia_operatoria_cirurgia_bariatrica__artigo__rjrgea__2025__v1.pdf,cirurgia_bariatrica_enfermeiro_assistencia_operatoria_cirurgia_bariatrica_artigo_rjrgea_2025_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,44,44,0,0,1dm45OLuwp1TysqvkOfc60v7yAsFthCBX,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__enfermeiro_assistencia_operatoria_cirurgia_bariatrica__artigo__rjrgea__2025__v1.pdf,1dm45OLuwp1TysqvkOfc60v7yAsFthCBX,,,,active,new:succeeded,,0,0.0000,,6b7960418454d9cde5b07eca294389d21d6cd1e39bce06abef5efc6931577ca4
cirurgia_bariatrica__estrategias_cirurgicas_anestesicas_manejo_obesidade_morbida__artigo_jmbr__2025__v1.pdf,cirurgia_bariatrica_estrategias_cirurgicas_anestesicas_manejo_obesidade_morbida_artigo_jmbr_2025_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,29,29,0,0,1asX74LMu-mPVLx0kJ9HqoX_R2LgPIctF,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__estrategias_cirurgicas_anestesicas_manejo_obesidade_morbida__artigo_jmbr__2025__v1.pdf,1asX74LMu-mPVLx0kJ9HqoX_R2LgPIctF,,,,active,new:succeeded,,0,0.0000,,a28bf4503e60f76099eea09cc63746706c99d565c2c6306399c2ef3aa4f1f573
cirurgia_bariatrica__fatores_de_risco_cirurgia_bariatrica__artigo__bjhr__2023__v1.pdf,cirurgia_bariatrica_fatores_de_risco_cirurgia_bariatrica_artigo_bjhr_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,26,26,0,0,1rZB8ydMuHYnWCe_r-NQEn5XT_Ynh3M6w,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__fatores_de_risco_cirurgia_bariatrica__artigo__bjhr__2023__v1.pdf,1rZB8ydMuHYnWCe_r-NQEn5XT_Ynh3M6w,,,,active,new:succeeded,,0,0.0000,,b77df84fce281dfbd75463a9497e0f8f83a18540b28b6e0200e3ad9cc5041af9
cirurgia_bariatrica__manejo_via_aerea_obeso__artigo__revmed__2023__v1.pdf,cirurgia_bariatrica_manejo_via_aerea_obeso_artigo_revmed_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,38,38,0,0,143CGBAnOovTJzVyaoxGVsz1ipFVRYbHo,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__manejo_via_aerea_obeso__artigo__revmed__2023__v1.pdf,143CGBAnOovTJzVyaoxGVsz1ipFVRYbHo,,,,active,new:succeeded,,0,0.0000,,ebf746f3aad05fc0cba74804efaceed609f22a84cb6190ee35250bb58b03211a
cirurgia_bariatrica__obesidade_cirurgia_ex_obesos_morbidos__artigo__saude_em_debate__2011__v1.pdf,cirurgia_bariatrica_obesidade_cirurgia_ex_obesos_morbidos_artigo_saude_em_debate_2011_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,39,39,0,0,1Zs9Egj29vROqQ5Jc_drE6Jr5-0_ai4j6,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__obesidade_cirurgia_ex_obesos_morbidos__artigo__saude_em_debate__2011__v1.pdf,1Zs9Egj29vROqQ5Jc_drE6Jr5-0_ai4j6,,,,active,new:succeeded,,0,0.0000,,4f431f5b3ffbd16c90587121a55b3db2aebce1de2fe173a255393e81feadd284
cirurgia_bariatrica__obesidade_controlada__ebook__abeso_sbem__2023__v1.pdf,cirurgia_bariatrica_obesidade_controlada_ebook_abeso_sbem_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,33,33,0,0,1OhZNLuFYSKQFvrT7E2q8OSEkKd9YIByq,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__obesidade_controlada__ebook__abeso_sbem__2023__v1.pdf,1OhZNLuFYSKQFvrT7E2q8OSEkKd9YIByq,,,,active,new:succeeded,,0,0.0000,,a5a6fed7f46f50572dce84d834bfcf13a1518c032d363583987cd8abc6d3a262
cirurgia_bariatrica__perioperative_care__artigo__bjs__2020__v1.pdf,cirurgia_bariatrica_perioperative_care_artigo_bjs_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,101,101,0,0,1CIiqKR9iSXmJhaK_EiIc_zNjJCEBWEWB,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__perioperative_care__artigo__bjs__2020__v1.pdf,1CIiqKR9iSXmJhaK_EiIc_zNjJCEBWEWB,,,,active,new:succeeded,,0,0.0000,,7daacad3d4e0f0b6dae3548c0b75883ea88e5215b51eb01932b53b39f60bd80f
cirurgia_bariatrica__pos_operatorio_cirurgia_bariatrica__guia__abeso_sbcbm__2024__v1.pdf,cirurgia_bariatrica_pos_operatorio_cirurgia_bariatrica_guia_abeso_sbcbm_2024_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,81,81,0,0,1YZBXloGp4a2-hYLNDvlzZe-RwqQ_82bG,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__pos_operatorio_cirurgia_bariatrica__guia__abeso_sbcbm__2024__v1.pdf,1YZBXloGp4a2-hYLNDvlzZe-RwqQ_82bG,,,,active,new:succeeded,,0,0.0000,,4d6abb85f784355c326821ce9b9e4fa529edd8c2f4b40fe88dfcce2a40d22fa7
cirurgia_bariatrica__tecnicas_resultados_cirurgia_tratamento_obesidade__artigo__bjihs__2023__v1.pdf,cirurgia_bariatrica_tecnicas_resultados_cirurgia_tratamento_obesidade_artigo_bjihs_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,41,41,0,0,10fr5jLhUgQBUgPEg_NfvH_oNCrqmwo_S,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__tecnicas_resultados_cirurgia_tratamento_obesidade__artigo__bjihs__2023__v1.pdf,10fr5jLhUgQBUgPEg_NfvH_oNCrqmwo_S,,,,active,new:succeeded,,0,0.0000,,97374d8d3ead551340952b56392d522f048d448c1e2094599b9b25069ed2696c
cirurgia_bariatrica__transtornos_alimentares__ebook__abeso__2023__v1.pdf,cirurgia_bariatrica_transtornos_alimentares_ebook_abeso_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,25,25,0,0,1oRkNX9x71DIl6EunfzmAPyGiXsbUUyW7,ROOT/enfermagem_perioperatoria/cirurgia_bariatrica/cirurgia_bariatrica__transtornos_alimentares__ebook__abeso__2023__v1.pdf,1oRkNX9x71DIl6EunfzmAPyGiXsbUUyW7,,,,active,new:succeeded,,0,0.0000,,4260f788dc59fce166ee06eebeb8b0e8442a99ba1c8a965e6ec3e2a1541e5a98
cuidados_pois__permeabilidade_vias_aereas_pos_operatorio__artigo__reben__2020__v1,cuidados_pois_permeabilidade_vias_aereas_pos_operatorio_artigo_reben_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,56,56,0,0,1vhBGYtuJbVsg2k8fh5x8ZFvL6SDC81fY,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pois__permeabilidade_vias_aereas_pos_operatorio__artigo__reben__2020__v1,1vhBGYtuJbVsg2k8fh5x8ZFvL6SDC81fY,,,,active,new:succeeded,cuidados_pois__permeabilidade_vias_aereas_pos_operatorio__artigo__reben__2020__v1.pdf,0,0.0000,,2a041ac77966147f8ac0d453ea262d78ab09beeda5a9eac2f46c494f03f0017b
cuidados_pois__permeabilidade_vias_aereas_pos_operatorio__artigo__reben__2020__v1.pdf,cuidados_pois_permeabilidade_vias_aereas_pos_operatorio_artigo_reben_2020_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,38,0,38,0,,,,,,,,,cuidados_pois__permeabilidade_vias_aereas_pos_operatorio__artigo__reben__2020__v1,0,0.0000,f46c3d7a394ff4d32285046fa60dabb1f8480435fedf1458c7a191f35510db2c,
cuidados_pos__alta_hospitalar__aula__ufsc__nao_disponivel__v1,cuidados_pos_alta_hospitalar_aula_ufsc_nao_disponivel_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,17,17,0,0,1RCyHau7fNnNhRka-atSPhppmAuW6JeRH,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__alta_hospitalar__aula__ufsc__nao_disponivel__v1,1RCyHau7fNnNhRka-atSPhppmAuW6JeRH,,,,active,new:succeeded,cuidados_pos__alta_hospitalar__aula__ufsc__nao_disponivel__v1.pdf,0,0.0000,,764a9d68774ec6a06bc8e8388cca3d8e7d320a934bbf55f2923d3fe1e5e65017
cuidados_pos__alta_hospitalar__aula__ufsc__nao_disponivel__v1.pdf,cuidados_pos_alta_hospitalar_aula_ufsc_nao_disponivel_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,3,0,3,0,,,,,,,,,cuidados_pos__alta_hospitalar__aula__ufsc__nao_disponivel__v1,0,0.0000,4d043356ea012e15f404dad14ede20dc5736746064e0fefc794243967e5aa859,
cuidados_pos__atuacao_angiologia_cirurgica_vascular_pandemia_covid__artigo__rev_col_bras__2020__v1,cuidados_pos_atuacao_angiologia_cirurgica_vascular_pandemia_covid_artigo_rev_col_bras_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,44,44,0,0,1FCdYFq79-qL4t0wgmmrOmaOnU_p9vDwv,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__atuacao_angiologia_cirurgica_vascular_pandemia_covid__artigo__rev_col_bras__2020__v1,1FCdYFq79-qL4t0wgmmrOmaOnU_p9vDwv,,,,active,new:succeeded,cuidados_pos__atuacao_angiologia_cirurgica_vascular_pandemia_covid__artigo__rev_col_bras__2020__v1.pdf,0,0.0000,,a77c09a02283ba51ac378716f3fb720f36a67fe291a645cdf2c602045de5b3c9
cuidados_pos__atuacao_angiologia_cirurgica_vascular_pandemia_covid__artigo__rev_col_bras__2020__v1.pdf,cuidados_pos_atuacao_angiologia_cirurgica_vascular_pandemia_covid_artigo_rev_col_bras_2020_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,30,0,30,0,,,,,,,,,cuidados_pos__atuacao_angiologia_cirurgica_vascular_pandemia_covid__artigo__rev_col_bras__2020__v1,0,0.0000,85f54b1b949e16ede50e370a20c80b3a74460f491e858e24a1786e31c24682ba,
cuidados_pos__aula_intercorrencias_poi__resumo_aula__ufsc__nao_disponivel__v1,cuidados_pos_aula_intercorrencias_poi_resumo_aula_ufsc_nao_disponivel_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,6,6,0,0,1fK0AF3jec4OrQtIAROJPKMrdU8VWv89F,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__aula_intercorrencias_poi__resumo_aula__ufsc__nao_disponivel__v1,1fK0AF3jec4OrQtIAROJPKMrdU8VWv89F,,,,active,new:succeeded,cuidados_pos__aula_intercorrencias_poi__resumo_aula__ufsc__nao_disponivel__v1.pdf,0,0.0000,,7f93e82e851df39beded31e6ba15a803b5fc04023300f558121bf524ba22dbda
cuidados_pos__aula_intercorrencias_poi__resumo_aula__ufsc__nao_disponivel__v1.pdf,cuidados_pos_aula_intercorrencias_poi_resumo_aula_ufsc_nao_disponivel_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,5,0,5,0,,,,,,,,,cuidados_pos__aula_intercorrencias_poi__resumo_aula__ufsc__nao_disponivel__v1,0,0.0000,1437d8a002b17c0397f23c8c8aa351358d27475099ef430270bb934c5e4446e9,
cuidados_pos__aula_pos_operatorio__aula__ufsc__nao_disponivel__v1,cuidados_pos_aula_pos_operatorio_aula_ufsc_nao_disponivel_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,11,11,0,0,1GTAHERp-d3jlwo9iPV2fobEiYdm_NmkA,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__aula_pos_operatorio__aula__ufsc__nao_disponivel__v1,1GTAHERp-d3jlwo9iPV2fobEiYdm_NmkA,,,,active,new:succeeded,cuidados_pos__aula_pos_operatorio__aula__ufsc__nao_disponivel__v1.pdf,0,0.0000,,8c0911494a2e8bc800cae3f31b15dafc3263b2fe4dd9185855dd1fa50fb5a65a
cuidados_pos__aula_pos_operatorio__aula__ufsc__nao_disponivel__v1.pdf,cuidados_pos_aula_pos_operatorio_aula_ufsc_nao_disponivel_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,6,0,6,0,,,,,,,,,cuidados_pos__aula_pos_operatorio__aula__ufsc__nao_disponivel__v1,0,0.0000,afb3685f8939d0d8b3b03a5c8a361a8be3fc7a5187e354ca3d4d90ecfad4b861,
