source,normalized_source,classification,decision,total_chunks,searchable_chunks,legacy_quarantined_chunks,staging_chunks,drive_file_ids,drive_paths,live_drive_file_ids,missing_from_live_drive_ids,manifest_missing_ids,manifest_without_live_drive_ids,manifest_states,job_states,same_normalized_name_peers,exact_chunk_hash_overlap,exact_chunk_overlap_ratio,legacy_fingerprint_sha256,managed_fingerprint_sha256
ferida__cicatrizacao_feridas_analise_tendencia__artigo__reusfm__2015__v1.pdf,ferida_cicatrizacao_feridas_analise_tendencia_artigo_reusfm_2015_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,25,0,25,0,,,,,,,,,ferida__cicatrizacao_feridas_analise_tendencia__artigo__reusfm__2015__v1,0,0.0000,39809ab4c0d0e699f286347c359e57368ed5544734f724cf77ee7f2f2e6b53d6,
ferida__cicatrizacao_tratamento_feridas__artigo__enfermagem_em_foco__2019__v1,ferida_cicatrizacao_tratamento_feridas_artigo_enfermagem_em_foco_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,38,38,0,0,1B6zSzhdLAkuIo6tAsxUEjnvdu5sparL5,ROOT/enfermagem_perioperatoria/ferida/ferida__cicatrizacao_tratamento_feridas__artigo__enfermagem_em_foco__2019__v1,1B6zSzhdLAkuIo6tAsxUEjnvdu5sparL5,,,,active,new:succeeded,ferida__cicatrizacao_tratamento_feridas__artigo__enfermagem_em_foco__2019__v1.pdf,0,0.0000,,6c03604ca1ea7f681f56d78af1d5ece3508f7bb1e896813ce3a2cc526d95dc12
ferida__cicatrizacao_tratamento_feridas__artigo__enfermagem_em_foco__2019__v1.pdf,ferida_cicatrizacao_tratamento_feridas_artigo_enfermagem_em_foco_2019_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,26,0,26,0,,,,,,,,,ferida__cicatrizacao_tratamento_feridas__artigo__enfermagem_em_foco__2019__v1,0,0.0000,bf3d7234b283c1ca4fcd6b9bdddfc041e61867de8ca43423f100f4c5d703c811,
ferida__consenso_antissepticos__guia__wounds_international__2023__v1,ferida_consenso_antissepticos_guia_wounds_international_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,124,124,0,0,1_WY-Q4LoAi4Fkd5paSX5-Ckx7S922iSP,ROOT/enfermagem_perioperatoria/ferida/ferida__consenso_antissepticos__guia__wounds_international__2023__v1,1_WY-Q4LoAi4Fkd5paSX5-Ckx7S922iSP,,,,active,new:succeeded,ferida__consenso_antissepticos__guia__wounds_international__2023__v1.pdf,0,0.0000,,19ce662ec3c2258c82f0c40f3013260308209fd3a25eab5a7613411a3a605972
ferida__consenso_antissepticos__guia__wounds_international__2023__v1.pdf,ferida_consenso_antissepticos_guia_wounds_international_2023_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,83,0,83,0,,,,,,,,,ferida__consenso_antissepticos__guia__wounds_international__2023__v1,0,0.0000,2cd00463a125f3d43e98559d668d85804cd0609d4baf2b38ffeeb4430e5e6f94,
ferida__consenso_deiscencia__guia__wounds_international__2018__v1.pdf,ferida_consenso_deiscencia_guia_wounds_international_2018_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,143,0,143,0,,,,,,,,,,0,0.0000,592920b749b1453d012c88a43411199307673fbe997e796b8e05f41c9c1823de,
ferida__consenso_ferida_cirurgica__guia__wounds_international__2022__v1.pdf,ferida_consenso_ferida_cirurgica_guia_wounds_international_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,15,0,15,0,,,,,,,,,,0,0.0000,bf0691256ccef39e91e7d67983942f795b75c929ccf57a89d1cd3f9b81ae3102,
ferida__consenso_uso_prata_feridas__guia__wounds_international__2012__v1,ferida_consenso_uso_prata_feridas_guia_wounds_international_2012_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,125,125,0,0,1-5n8Jt_rfg7VBwL0pA_Fn0tV--9Xywop,ROOT/enfermagem_perioperatoria/ferida/ferida__consenso_uso_prata_feridas__guia__wounds_international__2012__v1,1-5n8Jt_rfg7VBwL0pA_Fn0tV--9Xywop,,,,active,new:succeeded,ferida__consenso_uso_prata_feridas__guia__wounds_international__2012__v1.pdf,0,0.0000,,b2f9fd7a5d5e54304b2a27fff6d8f2e8b9b914c6848c8ab7d1ca30b5b40b331d
ferida__consenso_uso_prata_feridas__guia__wounds_international__2012__v1.pdf,ferida_consenso_uso_prata_feridas_guia_wounds_international_2012_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,92,0,92,0,,,,,,,,,ferida__consenso_uso_prata_feridas__guia__wounds_international__2012__v1,0,0.0000,7c2cecbff64ad9f33d8e2126398dfef5acb39238fd7b1bd8eb431007d8680e5e,
ferida__cuidados_enfermagem_pessoas_com_feridas_oncologicas__manual_pratico__camila_vicente__2018__v1,ferida_cuidados_enfermagem_pessoas_com_feridas_oncologicas_manual_pratico_camila_vicente_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,82,82,0,0,1m_HSGwUzG5sl9cy09ExR1YxXuR4KjBfh,ROOT/enfermagem_perioperatoria/ferida/ferida__cuidados_enfermagem_pessoas_com_feridas_oncologicas__manual_pratico__camila_vicente__2018__v1,1m_HSGwUzG5sl9cy09ExR1YxXuR4KjBfh,,,,active,new:succeeded,ferida__cuidados_enfermagem_pessoas_com_feridas_oncologicas__manual_pratico__camila_vicente__2018__v1.pdf,0,0.0000,,4c2fe4800b9cd5cb71d7c9ad0c092414c7a224e7f41b78b551167c68a2c823e9
ferida__cuidados_enfermagem_pessoas_com_feridas_oncologicas__manual_pratico__camila_vicente__2018__v1.pdf,ferida_cuidados_enfermagem_pessoas_com_feridas_oncologicas_manual_pratico_camila_vicente_2018_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,46,0,46,0,,,,,,,,,ferida__cuidados_enfermagem_pessoas_com_feridas_oncologicas__manual_pratico__camila_vicente__2018__v1,0,0.0000,d21320150bd128436031a19963d996ec3e94570b13c6e015be2c56494d864233,
ferida__cuidados_pessoa_com_ferida__protocolo__prefeitura_de_florianopolis__2019__v1.pdf,ferida_cuidados_pessoa_com_ferida_protocolo_prefeitura_de_florianopolis_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,207,207,0,0,15c3UdgWIO_hpDM5qFP0cuoBCxVpwSH4E,ROOT/enfermagem_perioperatoria/ferida/ferida__cuidados_pessoa_com_ferida__protocolo__prefeitura_de_florianopolis__2019__v1.pdf,15c3UdgWIO_hpDM5qFP0cuoBCxVpwSH4E,,,,active,new:succeeded,,0,0.0000,,ec09d00c53f49e0296f2b57518be46de26cb1a7041999e36322df79bd743bffd
ferida__feridas_complexas_biofilme__artigo__revista_rede_de_cuidados_em_saude__2016__v1.pdf,ferida_feridas_complexas_biofilme_artigo_revista_rede_de_cuidados_em_saude_2016_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,35,35,0,0,1_8WY52g7BmnDCgiOeCVR5Adm3rhaTlTz,ROOT/enfermagem_perioperatoria/ferida/ferida__feridas_complexas_biofilme__artigo__revista_rede_de_cuidados_em_saude__2016__v1.pdf,1_8WY52g7BmnDCgiOeCVR5Adm3rhaTlTz,,,,active,new:succeeded,,0,0.0000,,c7c14d3d5a53e494a6c5c3766eafdc61e369fc270702f9820a66de3a3ae8dedf
ferida__fios_padroes_sutura__aula__ufsc__2020__v1,ferida_fios_padroes_sutura_aula_ufsc_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,34,34,0,0,1yNf2wjEd6Kh_6ws3A_aNhtCBF_rQ-Dy7,ROOT/enfermagem_perioperatoria/ferida/ferida__fios_padroes_sutura__aula__ufsc__2020__v1,1yNf2wjEd6Kh_6ws3A_aNhtCBF_rQ-Dy7,,,,active,new:succeeded,ferida__fios_padroes_sutura__aula__ufsc__2020__v1.pdf,0,0.0000,,4eabdc2d0d0d457aecba4779b355817f3edde3223d0bd1e57ca652327281767a
ferida__fios_padroes_sutura__aula__ufsc__2020__v1.pdf,ferida_fios_padroes_sutura_aula_ufsc_2020_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,11,0,11,0,,,,,,,,,ferida__fios_padroes_sutura__aula__ufsc__2020__v1,0,0.0000,47a9615c947d3e6bc099baeaed500b123d0349a91488d54123ff4f31e8f0a14b,
ferida__fios_sutura__artigo__surgical_sutures__2016__v1,ferida_fios_sutura_artigo_surgical_sutures_2016_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,36,36,0,0,16GLTKTwbrmzK0Ss_EvupoyQQEm6kYSpG,ROOT/enfermagem_perioperatoria/ferida/ferida__fios_sutura__artigo__surgical_sutures__2016__v1,16GLTKTwbrmzK0Ss_EvupoyQQEm6kYSpG,,,,active,new:succeeded,ferida__fios_sutura__artigo__surgical_sutures__2016__v1.pdf,0,0.0000,,53d2738b51f87fd9f5f09c7006dd1527e345704cc79f3bff656d508b768a0046
ferida__fios_sutura__artigo__surgical_sutures__2016__v1.pdf,ferida_fios_sutura_artigo_surgical_sutures_2016_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,22,0,22,0,,,,,,,,,ferida__fios_sutura__artigo__surgical_sutures__2016__v1,0,0.0000,a7f3c612f16de4e23038cff7ccce8aaf01a75c30520fe6287ecc673d5f5373a2,
ferida__guia_de_cuidado_em_feridas__guia__coren__2025__v1.pdf,ferida_guia_de_cuidado_em_feridas_guia_coren_2025_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,477,477,0,0,1kxe4y0u6waPpmW3VJFlZ7eGTam0959gI,ROOT/enfermagem_perioperatoria/ferida/ferida__guia_de_cuidado_em_feridas__guia__coren__2025__v1.pdf,1kxe4y0u6waPpmW3VJFlZ7eGTam0959gI,,,,active,new:succeeded,,0,0.0000,,8017461f0ee08058f9bacd269b9f9f1a5a9a12c552cc7610d1e6eb7fa7f12d02
ferida__higiene_feridas_estrategia_proativa_cicatrizacao__guia__murphy_et_al__2022__v1,ferida_higiene_feridas_estrategia_proativa_cicatrizacao_guia_murphy_et_al_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,89,89,0,0,1TiWjB4dsk0mmiuDFZ1raAmjjSnWGQtVG,ROOT/enfermagem_perioperatoria/ferida/ferida__higiene_feridas_estrategia_proativa_cicatrizacao__guia__murphy_et_al__2022__v1,1TiWjB4dsk0mmiuDFZ1raAmjjSnWGQtVG,,,,active,new:succeeded,ferida__higiene_feridas_estrategia_proativa_cicatrizacao__guia__murphy_et_al__2022__v1.pdf,0,0.0000,,f9d0302e4c6af280805cf3d7639780d6fc69046aa4fbae5f9cf0bf62a87f28bd
ferida__higiene_feridas_estrategia_proativa_cicatrizacao__guia__murphy_et_al__2022__v1.pdf,ferida_higiene_feridas_estrategia_proativa_cicatrizacao_guia_murphy_et_al_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,59,0,59,0,,,,,,,,,ferida__higiene_feridas_estrategia_proativa_cicatrizacao__guia__murphy_et_al__2022__v1,0,0.0000,d2ce633b5fadcab90c266f93c3b04b05d5a5ebdb458468aba47a6d908c77832f,
ferida__implementando_timers__guia__wound_care_journal__2019__v1,ferida_implementando_timers_guia_wound_care_journal_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,269,269,0,0,1wHIhi2Yw7B-NCR3oN3tfBnlZ9I9f2fHu,ROOT/enfermagem_perioperatoria/ferida/ferida__implementando_timers__guia__wound_care_journal__2019__v1,1wHIhi2Yw7B-NCR3oN3tfBnlZ9I9f2fHu,,,,active,new:succeeded,ferida__implementando_timers__guia__wound_care_journal__2019__v1.pdf,0,0.0000,,d8535988c428dfaef2137c7c834393400d520bf4116e9c6ce645e6f3780e4002
ferida__implementando_timers__guia__wound_care_journal__2019__v1.pdf,ferida_implementando_timers_guia_wound_care_journal_2019_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,177,0,177,0,,,,,,,,,ferida__implementando_timers__guia__wound_care_journal__2019__v1,0,0.0000,723109705149f33c0b6a5f4dd917488961e14d5d3e434190386713859d36010f,
glossario,glossario,ATIVO,Manter pesquisável; validar inventário e conteúdo.,18,18,0,0,18ocRcm1ytnyHohrr0azaB_zYkhbKTpKSMSvC89thLjU,ROOT/enfermagem_perioperatoria/glossario,18ocRcm1ytnyHohrr0azaB_zYkhbKTpKSMSvC89thLjU,,,,active,new:succeeded,,0,0.0000,,ae49f9cfbb09923dc8634a08f9c387e65222e1ef895d6224aa44439d7e1b88a2
infeccao_sitio_cirurgico__atualizacao_evidencia_cientifica_poscionamento_ciuúrgico__artigo__sobecc__2022__v1,infeccao_sitio_cirurgico_atualizacao_evidencia_cientifica_poscionamento_ciuurgico_artigo_sobecc_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,42,42,0,0,1EP6smNAfD1mGvxlFI60zdWYI0AUiBzbS,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__atualizacao_evidencia_cientifica_poscionamento_ciuúrgico__artigo__sobecc__2022__v1,1EP6smNAfD1mGvxlFI60zdWYI0AUiBzbS,,,,active,new:succeeded,infeccao_sitio_cirurgico__atualizacao_evidencia_cientifica_poscionamento_ciuúrgico__artigo__sobecc__2022__v1.pdf,0,0.0000,,0cbf64d2048d7dbee56b3b7b74fbf42ecd0c6054b26a5a411cdd0bb151da28d2
infeccao_sitio_cirurgico__atualizacao_evidencia_cientifica_poscionamento_ciuúrgico__artigo__sobecc__2022__v1.pdf,infeccao_sitio_cirurgico_atualizacao_evidencia_cientifica_poscionamento_ciuurgico_artigo_sobecc_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,28,0,28,0,,,,,,,,,infeccao_sitio_cirurgico__atualizacao_evidencia_cientifica_poscionamento_ciuúrgico__artigo__sobecc__2022__v1,0,0.0000,b1a5ef2ff8067670b9ac2eae61fd8ea0509bf3a03060347a62958d80528ec686,
infeccao_sitio_cirurgico__capitulo_recursos_humanos_centro_cirurgico__capitulo_livro__sobecc__2017__v1,infeccao_sitio_cirurgico_capitulo_recursos_humanos_centro_cirurgico_capitulo_livro_sobecc_2017_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,68,68,0,0,1GPn09XtMV0-zVQvV9jAeZUSBGS5oX_NT,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__capitulo_recursos_humanos_centro_cirurgico__capitulo_livro__sobecc__2017__v1,1GPn09XtMV0-zVQvV9jAeZUSBGS5oX_NT,,,,active,new:succeeded,infeccao_sitio_cirurgico__capitulo_recursos_humanos_centro_cirurgico__capitulo_livro__sobecc__2017__v1.pdf,0,0.0000,,45144ded7a44c03bd16c1ded601816f801b8568478217e73a2b46b888eea3430
infeccao_sitio_cirurgico__capitulo_recursos_humanos_centro_cirurgico__capitulo_livro__sobecc__2017__v1.pdf,infeccao_sitio_cirurgico_capitulo_recursos_humanos_centro_cirurgico_capitulo_livro_sobecc_2017_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,35,0,35,0,,,,,,,,,infeccao_sitio_cirurgico__capitulo_recursos_humanos_centro_cirurgico__capitulo_livro__sobecc__2017__v1,0,0.0000,96a9f33c076de5d3a36cd23f456b0954629cc93ca1ef28dd77ae2484f23f44b1,
infeccao_sitio_cirurgico__enfermeiro_prevencao_infeccao_sitio_cirurgico__artigo__brazilian_journal_health_review__2020__v1,infeccao_sitio_cirurgico_enfermeiro_prevencao_infeccao_sitio_cirurgico_artigo_brazilian_journal_health_review_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,30,30,0,0,14j2akP9bZLD6Q85b7gvMJf4ULWCMSBY3,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__enfermeiro_prevencao_infeccao_sitio_cirurgico__artigo__brazilian_journal_health_review__2020__v1,14j2akP9bZLD6Q85b7gvMJf4ULWCMSBY3,,,,active,new:succeeded,,0,0.0000,,8b84a5c4d5749e67ee413d638b9e26082d6100f1eda9dbcb405f4756edea7279
infeccao_sitio_cirurgico__infection_elective_clean_clean_contaminated_surgeries_developing_countries__article__international_journal_of_infectious_diseases __2019__v1.pdf,infeccao_sitio_cirurgico_infection_elective_clean_clean_contaminated_surgeries_developing_countries_article_international_journal_of_infectious_diseases_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,93,93,0,0,1CPPdhEiV2JsIGCOXovYj7RwLn35BnUB6,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__infection_elective_clean_clean_contaminated_surgeries_developing_countries__article__international_journal_of_infectious_diseases __2019__v1.pdf,1CPPdhEiV2JsIGCOXovYj7RwLn35BnUB6,,,,active,new:succeeded,,0,0.0000,,7c291855305652f28b988adc60565a0d56c65ece251fc76267c2b011b161c761
infeccao_sitio_cirurgico__intervencao_enfermagem_lesao_perioperatorio__artigo__sobecc__2024__v1.pdf,infeccao_sitio_cirurgico_intervencao_enfermagem_lesao_perioperatorio_artigo_sobecc_2024_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,58,58,0,0,1LXQQMOjsvUHa8NdTKk0RXwbQBjAg8lD7,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__intervencao_enfermagem_lesao_perioperatorio__artigo__sobecc__2024__v1.pdf,1LXQQMOjsvUHa8NdTKk0RXwbQBjAg8lD7,,,,active,new:succeeded,,0,0.0000,,1a72e7906024da4aa91ec82eac6fc31392086cc02f46a2153c18bdb61ffbf430
infeccao_sitio_cirurgico__novo_em_sitio_cirurgico_antibioticoprofilaxia__artigo__abcd_arq_bras_cir_dig__2020__v1.pdf,infeccao_sitio_cirurgico_novo_em_sitio_cirurgico_antibioticoprofilaxia_artigo_abcd_arq_bras_cir_dig_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,42,42,0,0,1R0Pzaanq3GvepGiV9SLU7-La9BmGoui1,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__novo_em_sitio_cirurgico_antibioticoprofilaxia__artigo__abcd_arq_bras_cir_dig__2020__v1.pdf,1R0Pzaanq3GvepGiV9SLU7-La9BmGoui1,,,,active,new:succeeded,,0,0.0000,,a14489662339e58bb0f161e5409fdaeb8beb140ccf7f51a0bdd0ca2a82691520
infeccao_sitio_cirurgico__preparo_cirurgico_povidona_iodo_ou_clorexidina__artigo__sobecc__2018__v1.pdf,infeccao_sitio_cirurgico_preparo_cirurgico_povidona_iodo_ou_clorexidina_artigo_sobecc_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,30,30,0,0,1thXt7VYhkq97lqBrzin2Fu3KiLajarG-,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__preparo_cirurgico_povidona_iodo_ou_clorexidina__artigo__sobecc__2018__v1.pdf,1thXt7VYhkq97lqBrzin2Fu3KiLajarG-,,,,active,new:succeeded,,0,0.0000,,15377a7fbba31a995142618376873099e31a3f7b3d5aae395838b2ea03facd94
infeccao_sitio_cirurgico__prevention_surgical_site_infection__guia__who__2018__v2.pdf,infeccao_sitio_cirurgico_prevention_surgical_site_infection_guia_who_2018_v2,ATIVO,Manter pesquisável; validar inventário e conteúdo.,862,862,0,0,1Um9T9xAIcWTPoL44NBgQQNMOz4V_IjQW,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__prevention_surgical_site_infection__guia__who__2018__v2.pdf,1Um9T9xAIcWTPoL44NBgQQNMOz4V_IjQW,,,,active,new:succeeded,,0,0.0000,,434bf3051734023c4bd8038108ac95c691fa8dc892e6bdfc07b71e904a2f63bd
infeccao_sitio_cirurgico__rdc_15_boas_praticas_processamento_produtos_saude__regulamento__ministerio_da_saude__2012__v1,infeccao_sitio_cirurgico_rdc_15_boas_praticas_processamento_produtos_saude_regulamento_ministerio_da_saude_2012_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,56,56,0,0,1v5cEFXfyIsZqYz7mVijoZm3seGx69pC3,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico__rdc_15_boas_praticas_processamento_produtos_saude__regulamento__ministerio_da_saude__2012__v1,1v5cEFXfyIsZqYz7mVijoZm3seGx69pC3,,,,active,new:succeeded,,0,0.0000,,68ea29efa332b11c944d9d0a92624d6491fb47d0e1501f70f52710502f31b257
infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo__artigo__rlae__2016__v1,infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo_artigo_rlae_2016_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,43,43,0,0,1jqsGK86i2AcDj9ATPyU13kcsRLkmCNJn,ROOT/enfermagem_perioperatoria/infeccao_sitio_cirurgico/infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo__artigo__rlae__2016__v1,1jqsGK86i2AcDj9ATPyU13kcsRLkmCNJn,,,,active,new:succeeded,infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo__artigo__rlae__2016__v1.pdf,0,0.0000,,6c15dd41702eb7c232712bfc30f71828ef61750ede39bc545678b735c07b490d
infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo__artigo__rlae__2016__v1.pdf,infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo_artigo_rlae_2016_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,29,0,29,0,,,,,,,,,infeccao_sitio_cirurgico_avaliacao_risco_lesao_posicionamento_cirurgico_escala_elpo__artigo__rlae__2016__v1,0,0.0000,4e1b78cf64b119be4052b364b91aa7bf54b9ae1e55a0df831c298c9d6cd0faf0,
nomeclatura_cirurgica__4_tempos_cirurgicos__resumo__professora_vanessa_martinhago_borges_fernandes__sem_data__v1.pdf,nomeclatura_cirurgica_4_tempos_cirurgicos_resumo_professora_vanessa_martinhago_borges_fernandes_sem_data_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,4,4,0,0,1z_YMS4BiOR5VPF_bpTCBcqH1dnsd6KwT,ROOT/enfermagem_perioperatoria/nomeclatura_cirurgica/nomeclatura_cirurgica__4_tempos_cirurgicos__resumo__professora_vanessa_martinhago_borges_fernandes__sem_data__v1.pdf,1z_YMS4BiOR5VPF_bpTCBcqH1dnsd6KwT,,,,active,new:succeeded,,0,0.0000,,77c05d16bd9a2905d27ed4b9e11b9e29ae66fe34d66d63e06da7d20bf668b85f
nomeclatura_cirurgica__capitulo_nomenclatura_cirurgica__capitulo_livro__fernando_riegel_e_nery_junior__2019__v1.pdf,nomeclatura_cirurgica_capitulo_nomenclatura_cirurgica_capitulo_livro_fernando_riegel_e_nery_junior_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,31,31,0,0,1Y0kgBCwjfPSAN9WAsXB2nCoM8oJM-mFJ,ROOT/enfermagem_perioperatoria/nomeclatura_cirurgica/nomeclatura_cirurgica__capitulo_nomenclatura_cirurgica__capitulo_livro__fernando_riegel_e_nery_junior__2019__v1.pdf,1Y0kgBCwjfPSAN9WAsXB2nCoM8oJM-mFJ,,,,active,new:succeeded,,0,0.0000,,7f62c6683ee1d15de9f78beb71fec8068ca9682858c814be3a2c3774ce5b43ba
nomeclatura_cirurgica__rotinas_centro_cirurgico__manual__ufrgs__2022__v1.pdf,nomeclatura_cirurgica_rotinas_centro_cirurgico_manual_ufrgs_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,81,81,0,0,1ylCscDwfJvWf0BnRcKVBol8GfilwPNuk,ROOT/enfermagem_perioperatoria/nomeclatura_cirurgica/nomeclatura_cirurgica__rotinas_centro_cirurgico__manual__ufrgs__2022__v1.pdf,1ylCscDwfJvWf0BnRcKVBol8GfilwPNuk,,,,active,new:succeeded,,0,0.0000,,a93ab74a12f266001f83871995bc2af2df1f71451581ce7bb5c66bfdba7529bf
nomenclatura_cirurgica__intervencoes_fundamentais_em_cirurgia__artigo__j_surg_cl_res__2018__v1,nomenclatura_cirurgica_intervencoes_fundamentais_em_cirurgia_artigo_j_surg_cl_res_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,45,45,0,0,1Dfa11eSLLIDE5S6eZPY8_qP3fG7WZQTx,ROOT/enfermagem_perioperatoria/nomeclatura_cirurgica/nomenclatura_cirurgica__intervencoes_fundamentais_em_cirurgia__artigo__j_surg_cl_res__2018__v1,1Dfa11eSLLIDE5S6eZPY8_qP3fG7WZQTx,,,,active,new:succeeded,nomenclatura_cirurgica__intervencoes_fundamentais_em_cirurgia__artigo__j_surg_cl_res__2018__v1.pdf,0,0.0000,,cb9e195a6d450140b8e90b55893dc766d647c66ab7bcdc5c57922b83b49a4d55
nomenclatura_cirurgica__intervencoes_fundamentais_em_cirurgia__artigo__j_surg_cl_res__2018__v1.pdf,nomenclatura_cirurgica_intervencoes_fundamentais_em_cirurgia_artigo_j_surg_cl_res_2018_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,29,0,29,0,,,,,,,,,nomenclatura_cirurgica__intervencoes_fundamentais_em_cirurgia__artigo__j_surg_cl_res__2018__v1,0,0.0000,8184947179184cbc1847a58c3773f1e604cee0c684c02e3638a921563b3c14ee,
nutricao__alimentacao_precoce_cirurgia_digestiva__artigo__reas_ejch__2020__v1.pdf,nutricao_alimentacao_precoce_cirurgia_digestiva_artigo_reas_ejch_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,46,46,0,0,1sC_kwbQ0Rl_EzmUhpNd5qkiMZ6nRs1h8,ROOT/enfermagem_perioperatoria/nutricao/nutricao__alimentacao_precoce_cirurgia_digestiva__artigo__reas_ejch__2020__v1.pdf,1sC_kwbQ0Rl_EzmUhpNd5qkiMZ6nRs1h8,,,,active,new:succeeded,,0,0.0000,,2c8c30b6bf2da8f3f6a2d6253f175d8feb2777fbe8bfc56ec9f7bd0fba2f4d8a
nutricao__anemia_perioperatoria__artigo__archives_of_health__2025__v1.pdf,nutricao_anemia_perioperatoria_artigo_archives_of_health_2025_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,18,18,0,0,1OgGmU5houhT6ONseSFeh-wlP4nPAIcZK,ROOT/enfermagem_perioperatoria/nutricao/nutricao__anemia_perioperatoria__artigo__archives_of_health__2025__v1.pdf,1OgGmU5houhT6ONseSFeh-wlP4nPAIcZK,,,,active,new:succeeded,,0,0.0000,,34549a3a170562849a0d901488fd79969f980a80d765129fa2663fb7a6625a51
